index,modelId,layer,description,explanationModelName,typeName,bio_related
15030,gemma-2-9b,1-gemmascope-res-16k," terms related to political, financial, and economic conditions",,oai_token-act-pair,
15031,gemma-2-9b,1-gemmascope-res-16k,"references to social media interactions, particularly tweets",,oai_token-act-pair,
15032,gemma-2-9b,1-gemmascope-res-16k, references to network ports,,oai_token-act-pair,
15033,gemma-2-9b,1-gemmascope-res-16k,references to football and related context,,oai_token-act-pair,
15034,gemma-2-9b,1-gemmascope-res-16k,terms related to auditing and quality in financial statements,,oai_token-act-pair,
15035,gemma-2-9b,1-gemmascope-res-16k,"instances of the word ""together.""",,oai_token-act-pair,
15036,gemma-2-9b,1-gemmascope-res-16k," mentions of the name ""Jo"" in various contexts",,oai_token-act-pair,
15037,gemma-2-9b,1-gemmascope-res-16k,structural HTML elements in the document,,oai_token-act-pair,
15038,gemma-2-9b,1-gemmascope-res-16k, words related to tone and intensity in communication,,oai_token-act-pair,
15039,gemma-2-9b,1-gemmascope-res-16k, references to mud or related contexts,,oai_token-act-pair,
15040,gemma-2-9b,1-gemmascope-res-16k," the concept and usage of ""flat"" in various contexts",,oai_token-act-pair,
15041,gemma-2-9b,1-gemmascope-res-16k,"instances of the word ""thin.""",,oai_token-act-pair,
15042,gemma-2-9b,1-gemmascope-res-16k,references to various chemical compounds and their interactions,,oai_token-act-pair,
15043,gemma-2-9b,1-gemmascope-res-16k,dates and time references in text,,oai_token-act-pair,
15044,gemma-2-9b,1-gemmascope-res-16k,"contexts involving modified elements or components, particularly in terms of resorts and furniture",,oai_token-act-pair,
15045,gemma-2-9b,1-gemmascope-res-16k," occurrences of the verb ""ran.""",,oai_token-act-pair,
15046,gemma-2-9b,1-gemmascope-res-16k,words and phrases related to hunger and lack of food,,oai_token-act-pair,
15047,gemma-2-9b,1-gemmascope-res-16k, phrases and terms related to certification and classification,,oai_token-act-pair,
15048,gemma-2-9b,1-gemmascope-res-16k,terminology related to burial and cemetery contexts,,oai_token-act-pair,
15049,gemma-2-9b,1-gemmascope-res-16k, terms related to definitions and descriptions in a scientific context,,oai_token-act-pair,
15050,gemma-2-9b,1-gemmascope-res-16k, terms related to regions and components in mathematical or quantum physics contexts,,oai_token-act-pair,
15051,gemma-2-9b,1-gemmascope-res-16k, instances of formatting or syntax errors in code,,oai_token-act-pair,
15052,gemma-2-9b,1-gemmascope-res-16k,terms related to weapons and ammunition,,oai_token-act-pair,
15053,gemma-2-9b,1-gemmascope-res-16k," occurrences of the word ""icon"" in different contexts",,oai_token-act-pair,
15054,gemma-2-9b,1-gemmascope-res-16k," phrases related to the concept of ""pulling"" in various contexts",,oai_token-act-pair,
15055,gemma-2-9b,1-gemmascope-res-16k, references to different phases or stages within a study or clinical trial,,oai_token-act-pair,
15056,gemma-2-9b,1-gemmascope-res-16k,JavaScript function calls and jQuery methods,,oai_token-act-pair,
15057,gemma-2-9b,1-gemmascope-res-16k,commands and statements involving the 'echo' function in scripting or programming contexts,,oai_token-act-pair,
15058,gemma-2-9b,1-gemmascope-res-16k,terms related to mathematical expressions and vector notation,,oai_token-act-pair,
15059,gemma-2-9b,1-gemmascope-res-16k, specific programming or coding syntax and terms,,oai_token-act-pair,
15060,gemma-2-9b,1-gemmascope-res-16k," occurrences of the word ""jump"" and its variations, indicating emphasis on sudden movements or significant changes",,oai_token-act-pair,
15061,gemma-2-9b,1-gemmascope-res-16k,"occurrences of the word ""th"" used in different contexts",,oai_token-act-pair,
15062,gemma-2-9b,1-gemmascope-res-16k,"the term ""Chi"" and its variations in different contexts",,oai_token-act-pair,
15063,gemma-2-9b,1-gemmascope-res-16k,references to the Mac operating system and related software,,oai_token-act-pair,
15064,gemma-2-9b,1-gemmascope-res-16k,terms related to advertising,,oai_token-act-pair,
15065,gemma-2-9b,1-gemmascope-res-16k,legal terminology and concepts related to causation,,oai_token-act-pair,
15066,gemma-2-9b,1-gemmascope-res-16k,references to testing or test-related terminology,,oai_token-act-pair,
15067,gemma-2-9b,1-gemmascope-res-16k," the repetitions of the token ""Du""",,oai_token-act-pair,
15068,gemma-2-9b,1-gemmascope-res-16k, references to different classifications of species and their relationships,,oai_token-act-pair,
15069,gemma-2-9b,1-gemmascope-res-16k,references to large or giant entities,,oai_token-act-pair,
15070,gemma-2-9b,1-gemmascope-res-16k,terms related to the concept and state of the mind,,oai_token-act-pair,
15071,gemma-2-9b,1-gemmascope-res-16k, references to pregnancy and related experiences,,oai_token-act-pair,
15072,gemma-2-9b,1-gemmascope-res-16k, negations and the presence of references to musicals,,oai_token-act-pair,
15073,gemma-2-9b,1-gemmascope-res-16k,terms related to immigration and its legal aspects,,oai_token-act-pair,
15074,gemma-2-9b,1-gemmascope-res-16k,"terms related to moisture levels, particularly focusing on the state of being dry or wet in various contexts",,oai_token-act-pair,
15075,gemma-2-9b,1-gemmascope-res-16k, references to observations or details about observations in various contexts,,oai_token-act-pair,
15076,gemma-2-9b,1-gemmascope-res-16k, references to manufacturers and their products,,oai_token-act-pair,
15077,gemma-2-9b,1-gemmascope-res-16k,references to the Fox network or 'Fox' in various contexts,,oai_token-act-pair,
15078,gemma-2-9b,1-gemmascope-res-16k," mentions of ""Fort"" followed by a number, indicating references to military or historical forts",,oai_token-act-pair,
15079,gemma-2-9b,1-gemmascope-res-16k,terms related to oral health and dental care,,oai_token-act-pair,
15080,gemma-2-9b,1-gemmascope-res-16k,possessive pronouns and their use,,oai_token-act-pair,
15081,gemma-2-9b,1-gemmascope-res-16k, references to adversarial entities or conflicts,,oai_token-act-pair,
15082,gemma-2-9b,1-gemmascope-res-16k, mentions of patients in healthcare contexts,,oai_token-act-pair,
15083,gemma-2-9b,1-gemmascope-res-16k," terms related to programming structures and functions, particularly in C-like languages",,oai_token-act-pair,
15084,gemma-2-9b,1-gemmascope-res-16k,end-of-statement syntax in code snippets,,oai_token-act-pair,
15085,gemma-2-9b,1-gemmascope-res-16k,words and phrases related to productivity and performance metrics,,oai_token-act-pair,
15086,gemma-2-9b,1-gemmascope-res-16k, terms related to the concept of inherent qualities or characteristics,,oai_token-act-pair,
15087,gemma-2-9b,1-gemmascope-res-16k,"instances of the word ""According"" and related phrases indicating attribution or reference to a source",,oai_token-act-pair,
15088,gemma-2-9b,1-gemmascope-res-16k,"references to medical institutions, clinical studies, and related terminology",,oai_token-act-pair,
15089,gemma-2-9b,1-gemmascope-res-16k, phrases that involve quantities or expressions of abundance,,oai_token-act-pair,
15090,gemma-2-9b,1-gemmascope-res-16k," occurrences of the character sequence ""el"" in various contexts",,oai_token-act-pair,
15091,gemma-2-9b,1-gemmascope-res-16k," specific syntax elements and indicators used in programming, particularly in a context involving models or data definitions",,oai_token-act-pair,
15092,gemma-2-9b,1-gemmascope-res-16k,phrases related to quantity or measurement,,oai_token-act-pair,
15093,gemma-2-9b,1-gemmascope-res-16k, terms related to measurement and physical properties,,oai_token-act-pair,
15094,gemma-2-9b,1-gemmascope-res-16k,"phrases emphasizing the concept of ""hands-on"" involvement or interaction",,oai_token-act-pair,
15095,gemma-2-9b,1-gemmascope-res-16k,medical terms and indicators related to participant eligibility in clinical trials,,oai_token-act-pair,
15096,gemma-2-9b,1-gemmascope-res-16k,words or phrases indicating extremity or exceptional levels of intensity,,oai_token-act-pair,
15097,gemma-2-9b,1-gemmascope-res-16k, keywords related to significant individuals or entities in political or legal contexts,,oai_token-act-pair,
15098,gemma-2-9b,1-gemmascope-res-16k,terms related to creators and producers in various contexts,,oai_token-act-pair,
15099,gemma-2-9b,1-gemmascope-res-16k,words and phrases related to inspiration,,oai_token-act-pair,
15100,gemma-2-9b,1-gemmascope-res-16k," terms related to ""ultra"" and filtration or separation processes",,oai_token-act-pair,
15101,gemma-2-9b,1-gemmascope-res-16k,terms related to prevention strategies across various contexts,,oai_token-act-pair,
15102,gemma-2-9b,1-gemmascope-res-16k,references to criteria or benchmarks of quality,,oai_token-act-pair,
15103,gemma-2-9b,1-gemmascope-res-16k, references to deficiencies or shortcomings,,oai_token-act-pair,
15104,gemma-2-9b,1-gemmascope-res-16k,explicit instructions or guidance in the text,,oai_token-act-pair,
15105,gemma-2-9b,1-gemmascope-res-16k, terms related to statistical parameters and mathematical variables,,oai_token-act-pair,
15106,gemma-2-9b,1-gemmascope-res-16k,terms related to various types of correlation and statistical relationships,,oai_token-act-pair,
15107,gemma-2-9b,1-gemmascope-res-16k,instances of short-hairpin RNA (shRNA) related to gene expression and regulation,,oai_token-act-pair,
15108,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""struggle"" and related contexts",,oai_token-act-pair,
15109,gemma-2-9b,1-gemmascope-res-16k,references to snow,,oai_token-act-pair,
15110,gemma-2-9b,1-gemmascope-res-16k,references to specific systems or terms related to sequencing and data analysis,,oai_token-act-pair,
15111,gemma-2-9b,1-gemmascope-res-16k, references to routing and route data in web applications,,oai_token-act-pair,
15112,gemma-2-9b,1-gemmascope-res-16k, programming-related keywords and method invocations,,oai_token-act-pair,
15113,gemma-2-9b,1-gemmascope-res-16k, terms related to geographical locations and governmental positions,,oai_token-act-pair,
15114,gemma-2-9b,1-gemmascope-res-16k, hashtags and code-related elements in programming documentation or commands,,oai_token-act-pair,
15115,gemma-2-9b,1-gemmascope-res-16k,terms related to justification and justification-related concepts,,oai_token-act-pair,
15116,gemma-2-9b,1-gemmascope-res-16k,"terms and references related to Portuguese and Brazilian contexts, particularly names and places",,oai_token-act-pair,
15117,gemma-2-9b,1-gemmascope-res-16k,"characters and symbols, particularly non-standard or accented ones",,oai_token-act-pair,
15118,gemma-2-9b,1-gemmascope-res-16k,elements and attributes within XML or HTML code,,oai_token-act-pair,
15119,gemma-2-9b,1-gemmascope-res-16k," instances of the verb ""to be"" in various forms",,oai_token-act-pair,
15120,gemma-2-9b,1-gemmascope-res-16k,"references to ""Cartan"" structures and their associated properties in mathematical contexts",,oai_token-act-pair,
15121,gemma-2-9b,1-gemmascope-res-16k,terms related to legal processes and convictions,,oai_token-act-pair,
15122,gemma-2-9b,1-gemmascope-res-16k,"terms related to electrical engineering concepts, specifically focused on converters and induction",,oai_token-act-pair,
15123,gemma-2-9b,1-gemmascope-res-16k, function calls and property checks in code,,oai_token-act-pair,
15124,gemma-2-9b,1-gemmascope-res-16k,terms related to specific genetic conditions and associated health factors,,oai_token-act-pair,
15125,gemma-2-9b,1-gemmascope-res-16k, concepts related to tolerance and its various contexts,,oai_token-act-pair,
15126,gemma-2-9b,1-gemmascope-res-16k, references to adequacy or sufficiency in various contexts,,oai_token-act-pair,
15127,gemma-2-9b,1-gemmascope-res-16k,terms related to redirecting web traffic or requests,,oai_token-act-pair,
15128,gemma-2-9b,1-gemmascope-res-16k,terms related to banking and financial services,,oai_token-act-pair,
15129,gemma-2-9b,1-gemmascope-res-16k,references to ethical considerations and standards,,oai_token-act-pair,
15130,gemma-2-9b,1-gemmascope-res-16k, instances of emotional distress expressed through crying,,oai_token-act-pair,
15131,gemma-2-9b,1-gemmascope-res-16k," phrases related to ""based"" and its usage in various contexts",,oai_token-act-pair,
15132,gemma-2-9b,1-gemmascope-res-16k,references to the concept of broad or extensive categories,,oai_token-act-pair,
15133,gemma-2-9b,1-gemmascope-res-16k, references to various types of equipment,,oai_token-act-pair,
15134,gemma-2-9b,1-gemmascope-res-16k,"terms related to parental figures, particularly ""mom"" and ""dad""",,oai_token-act-pair,
15135,gemma-2-9b,1-gemmascope-res-16k, references to locations in New Zealand and concepts related to economics,,oai_token-act-pair,
15136,gemma-2-9b,1-gemmascope-res-16k, references to prayer and related spiritual concepts,,oai_token-act-pair,
15137,gemma-2-9b,1-gemmascope-res-16k, proper nouns related to names or references in academic and professional contexts,,oai_token-act-pair,
15138,gemma-2-9b,1-gemmascope-res-16k,references to the act of observing or seeing,,oai_token-act-pair,
15139,gemma-2-9b,1-gemmascope-res-16k, keywords and terms related to programming and code structure,,oai_token-act-pair,
15140,gemma-2-9b,1-gemmascope-res-16k, words related to culinary actions or processes,,oai_token-act-pair,
15141,gemma-2-9b,1-gemmascope-res-16k, terms related to strength or power in various contexts,,oai_token-act-pair,
15142,gemma-2-9b,1-gemmascope-res-16k,numeric values or numerical identifiers and their relationships,,oai_token-act-pair,
15143,gemma-2-9b,1-gemmascope-res-16k,"references to specific places and communities, particularly in Boston",,oai_token-act-pair,
15144,gemma-2-9b,1-gemmascope-res-16k,references to currency and financial terms,,oai_token-act-pair,
15145,gemma-2-9b,1-gemmascope-res-16k,references to authority figures and formal statements,,oai_token-act-pair,
15146,gemma-2-9b,1-gemmascope-res-16k,special characters and symbols within the text,,oai_token-act-pair,
15147,gemma-2-9b,1-gemmascope-res-16k,terms related to accommodation or adjustments in various contexts,,oai_token-act-pair,
15148,gemma-2-9b,1-gemmascope-res-16k,references to manual control or manual operations in comparison to automatic functions,,oai_token-act-pair,
15149,gemma-2-9b,1-gemmascope-res-16k, references to sweetness or sweet items,,oai_token-act-pair,
15150,gemma-2-9b,1-gemmascope-res-16k," occurrences of the word ""que"" in various contexts",,oai_token-act-pair,
15151,gemma-2-9b,1-gemmascope-res-16k, PHP opening tags and increments,,oai_token-act-pair,
15152,gemma-2-9b,1-gemmascope-res-16k,terms related to the concept of consumption,,oai_token-act-pair,
15153,gemma-2-9b,1-gemmascope-res-16k,"the phrase ""anyway"" and its variations in context",,oai_token-act-pair,
15154,gemma-2-9b,1-gemmascope-res-16k,references to dates and time-related data structures in programming contexts,,oai_token-act-pair,
15155,gemma-2-9b,1-gemmascope-res-16k,terms related to speed or quickness,,oai_token-act-pair,
15156,gemma-2-9b,1-gemmascope-res-16k,"instances of the term ""Pro"" as well as variations of ""expectation"" and its forms",,oai_token-act-pair,
15157,gemma-2-9b,1-gemmascope-res-16k," references to symbols, particularly in cultural or contextual contexts",,oai_token-act-pair,
15158,gemma-2-9b,1-gemmascope-res-16k,"references to the term ""Gradle"" or related keywords in a programming context",,oai_token-act-pair,
15159,gemma-2-9b,1-gemmascope-res-16k,terms related to influence or effects on situations or outcomes,,oai_token-act-pair,
15160,gemma-2-9b,1-gemmascope-res-16k, concepts related to independence and references to Christ,,oai_token-act-pair,
15161,gemma-2-9b,1-gemmascope-res-16k, terms related to limitations and exclusions,,oai_token-act-pair,
15162,gemma-2-9b,1-gemmascope-res-16k,references to online forums and community discussions,,oai_token-act-pair,
15163,gemma-2-9b,1-gemmascope-res-16k,"terms related to geometric shapes and properties, particularly spheres",,oai_token-act-pair,
15164,gemma-2-9b,1-gemmascope-res-16k," occurrences of the word ""exist"" in various contexts",,oai_token-act-pair,
15165,gemma-2-9b,1-gemmascope-res-16k,concepts related to miraculous occurrences and their impact,,oai_token-act-pair,
15166,gemma-2-9b,1-gemmascope-res-16k,"references to the name ""Jack"" and concepts related to leadership",,oai_token-act-pair,
15167,gemma-2-9b,1-gemmascope-res-16k,terms related to COVID-19 and dashboards used for tracking or data visualization,,oai_token-act-pair,
15168,gemma-2-9b,1-gemmascope-res-16k, closing punctuation marks in mathematical or formal expressions,,oai_token-act-pair,
15169,gemma-2-9b,1-gemmascope-res-16k, references to conflict or competition-related terms,,oai_token-act-pair,
15170,gemma-2-9b,1-gemmascope-res-16k,terminology related to mathematical projections,,oai_token-act-pair,
15171,gemma-2-9b,1-gemmascope-res-16k,frequent usage of dots or periods in the text,,oai_token-act-pair,
15172,gemma-2-9b,1-gemmascope-res-16k, HTML table closing and opening tags,,oai_token-act-pair,
15173,gemma-2-9b,1-gemmascope-res-16k, references to return statements or returned values in the context of programming,,oai_token-act-pair,
15174,gemma-2-9b,1-gemmascope-res-16k, references to card-like components or elements in a document,,oai_token-act-pair,
15175,gemma-2-9b,1-gemmascope-res-16k,"references to substances, particularly in the context of medical or scientific discussions",,oai_token-act-pair,
15176,gemma-2-9b,1-gemmascope-res-16k,"references to a specific prefix or pattern such as ""ca"" in various contexts",,oai_token-act-pair,
15177,gemma-2-9b,1-gemmascope-res-16k,"names associated with a specific character or theme, particularly ""Mur.""",,oai_token-act-pair,
15178,gemma-2-9b,1-gemmascope-res-16k,elements related to programming syntax and variables,,oai_token-act-pair,
15179,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""learning"" and related terms",,oai_token-act-pair,
15180,gemma-2-9b,1-gemmascope-res-16k,HTML tags and attributes,,oai_token-act-pair,
15181,gemma-2-9b,1-gemmascope-res-16k,"words that start with ""dis"" indicating negative or adverse conditions",,oai_token-act-pair,
15182,gemma-2-9b,1-gemmascope-res-16k, monetary values or financial figures,,oai_token-act-pair,
15183,gemma-2-9b,1-gemmascope-res-16k, elisions and omissions in textual content,,oai_token-act-pair,
15184,gemma-2-9b,1-gemmascope-res-16k, concepts related to maintaining harmony and equilibrium,,oai_token-act-pair,
15185,gemma-2-9b,1-gemmascope-res-16k,concepts and references related to universality,,oai_token-act-pair,
15186,gemma-2-9b,1-gemmascope-res-16k,references to the forebrain and its functions,,oai_token-act-pair,
15187,gemma-2-9b,1-gemmascope-res-16k,references to enduring cultural practices or customs,,oai_token-act-pair,
15188,gemma-2-9b,1-gemmascope-res-16k,references to geographic coastlines or coasts,,oai_token-act-pair,
15189,gemma-2-9b,1-gemmascope-res-16k,references to mathematical formulas,,oai_token-act-pair,
15190,gemma-2-9b,1-gemmascope-res-16k, occurrences of SQL-related terms and phrases,,oai_token-act-pair,
15191,gemma-2-9b,1-gemmascope-res-16k, content related to medical terminology and diagnostic criteria,,oai_token-act-pair,
15192,gemma-2-9b,1-gemmascope-res-16k,references to specific musical instruments or their qualities,,oai_token-act-pair,
15193,gemma-2-9b,1-gemmascope-res-16k," occurrences of the word ""prime"" in various contexts",,oai_token-act-pair,
15194,gemma-2-9b,1-gemmascope-res-16k,terms related to rejection or dismissing arguments or claims,,oai_token-act-pair,
15195,gemma-2-9b,1-gemmascope-res-16k, elements related to legal testimony and evidence admissibility in court,,oai_token-act-pair,
15196,gemma-2-9b,1-gemmascope-res-16k,references to specific types of fried foods or dishes,,oai_token-act-pair,
15197,gemma-2-9b,1-gemmascope-res-16k,references to viruses and viral infections,,oai_token-act-pair,
15198,gemma-2-9b,1-gemmascope-res-16k, HTML formatting tags,,oai_token-act-pair,
15199,gemma-2-9b,1-gemmascope-res-16k, references to diagrams and illustrations in the text,,oai_token-act-pair,
15200,gemma-2-9b,1-gemmascope-res-16k,nested structures or brackets in mathematical or coding contexts,,oai_token-act-pair,
15201,gemma-2-9b,1-gemmascope-res-16k,terms related to filtering processes and actions in various contexts,,oai_token-act-pair,
15202,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""instant"" and its variations, indicating a focus on speed or immediacy",,oai_token-act-pair,
15203,gemma-2-9b,1-gemmascope-res-16k,terms related to jet technology and printing mechanisms,,oai_token-act-pair,
15204,gemma-2-9b,1-gemmascope-res-16k,dates and references to November,,oai_token-act-pair,
15205,gemma-2-9b,1-gemmascope-res-16k,"references to individuals named Gordon, particularly in professional or contextual settings",,oai_token-act-pair,
15206,gemma-2-9b,1-gemmascope-res-16k,commands or instructions to perform specific actions,,oai_token-act-pair,
15207,gemma-2-9b,1-gemmascope-res-16k,words related to logging and instances of death,,oai_token-act-pair,
15208,gemma-2-9b,1-gemmascope-res-16k,words related to bacteria and their interactions or implications in various contexts,,oai_token-act-pair,
15209,gemma-2-9b,1-gemmascope-res-16k,references to geometric shapes and programming language syntax related to C++,,oai_token-act-pair,
15210,gemma-2-9b,1-gemmascope-res-16k,"references to the term ""San"" as related to geographical places or entities",,oai_token-act-pair,
15211,gemma-2-9b,1-gemmascope-res-16k,references to wood and wooden objects,,oai_token-act-pair,
15212,gemma-2-9b,1-gemmascope-res-16k,terms related to activation in biological contexts,,oai_token-act-pair,
15213,gemma-2-9b,1-gemmascope-res-16k,references to physical objects in various contexts,,oai_token-act-pair,
15214,gemma-2-9b,1-gemmascope-res-16k,keywords related to fields of study or research areas,,oai_token-act-pair,
15215,gemma-2-9b,1-gemmascope-res-16k,terms related to biological processes,,oai_token-act-pair,
15216,gemma-2-9b,1-gemmascope-res-16k," references to contemporary themes, concepts, or contexts",,oai_token-act-pair,
15217,gemma-2-9b,1-gemmascope-res-16k,terms related to poetry and its creation,,oai_token-act-pair,
15218,gemma-2-9b,1-gemmascope-res-16k,dialogue or statements expressed by characters in a narrative,,oai_token-act-pair,
15219,gemma-2-9b,1-gemmascope-res-16k, phrases related to attempts or suggestions for action,,oai_token-act-pair,
15220,gemma-2-9b,1-gemmascope-res-16k," occurrences of the prefix ""pre"" in words",,oai_token-act-pair,
15221,gemma-2-9b,1-gemmascope-res-16k,"references to a specific entity or subject, particularly focusing on the term ""SK""",,oai_token-act-pair,
15222,gemma-2-9b,1-gemmascope-res-16k,references to servitude or labor-related concepts,,oai_token-act-pair,
15223,gemma-2-9b,1-gemmascope-res-16k," mentions of ""Car"" in various contexts",,oai_token-act-pair,
15224,gemma-2-9b,1-gemmascope-res-16k,"mentions of the word ""Cru"" and medical terminology associated with procedures",,oai_token-act-pair,
15225,gemma-2-9b,1-gemmascope-res-16k, references to job openings or slots available for various roles,,oai_token-act-pair,
15226,gemma-2-9b,1-gemmascope-res-16k, terms related to grid structures and their representations,,oai_token-act-pair,
15227,gemma-2-9b,1-gemmascope-res-16k,"words indicating medical practitioners, specifically doctors",,oai_token-act-pair,
15228,gemma-2-9b,1-gemmascope-res-16k,terms related to predictions and forecasting,,oai_token-act-pair,
15229,gemma-2-9b,1-gemmascope-res-16k,"words related to homogeneity or the concept of being ""homogeneous.""",,oai_token-act-pair,
15230,gemma-2-9b,1-gemmascope-res-16k,references to reporting speech or dialogue,,oai_token-act-pair,
15231,gemma-2-9b,1-gemmascope-res-16k,"repeated references to the name ""Jim"" in various contexts",,oai_token-act-pair,
15232,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""sharing"" and related terms indicative of collaboration and communication",,oai_token-act-pair,
15233,gemma-2-9b,1-gemmascope-res-16k,terms and concepts related to rheology and its various applications,,oai_token-act-pair,
15234,gemma-2-9b,1-gemmascope-res-16k," mentions of the word ""spawn"" in programming contexts",,oai_token-act-pair,
15235,gemma-2-9b,1-gemmascope-res-16k, references to specific individuals or medical terms,,oai_token-act-pair,
15236,gemma-2-9b,1-gemmascope-res-16k,terms related to probability,,oai_token-act-pair,
15237,gemma-2-9b,1-gemmascope-res-16k,chemical compounds or substances related to ammonium nitrate and other nitrogen-based materials,,oai_token-act-pair,
15238,gemma-2-9b,1-gemmascope-res-16k," topics related to legal procedures, historical events, and evidence in court cases",,oai_token-act-pair,
15239,gemma-2-9b,1-gemmascope-res-16k, references to overnight occurrences or processes,,oai_token-act-pair,
15240,gemma-2-9b,1-gemmascope-res-16k," occurrences of the word ""Mass"" and variations related to mass in various contexts",,oai_token-act-pair,
15241,gemma-2-9b,1-gemmascope-res-16k, mentions of railway stations or related infrastructure,,oai_token-act-pair,
15242,gemma-2-9b,1-gemmascope-res-16k,"repeated mentions of the word ""great"" or its variants",,oai_token-act-pair,
15243,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""equal"" or its variations",,oai_token-act-pair,
15244,gemma-2-9b,1-gemmascope-res-16k,references to landscapes or environmental contexts,,oai_token-act-pair,
15245,gemma-2-9b,1-gemmascope-res-16k, mentions of bloggers and blogging-related terms,,oai_token-act-pair,
15246,gemma-2-9b,1-gemmascope-res-16k, the necessity or demand for certain conditions or actions,,oai_token-act-pair,
15247,gemma-2-9b,1-gemmascope-res-16k,references to cooking and paint-related activities,,oai_token-act-pair,
15248,gemma-2-9b,1-gemmascope-res-16k,structured mathematical expressions or representations in LaTeX format,,oai_token-act-pair,
15249,gemma-2-9b,1-gemmascope-res-16k,references to parallel processing or parallel methods in computational contexts,,oai_token-act-pair,
15250,gemma-2-9b,1-gemmascope-res-16k,mentions of music and related concepts,,oai_token-act-pair,
15251,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""mature"" in various contexts",,oai_token-act-pair,
15252,gemma-2-9b,1-gemmascope-res-16k,multiple instances of specific keywords or phrases that have varying meanings in distinct contexts,,oai_token-act-pair,
15253,gemma-2-9b,1-gemmascope-res-16k,references or citations in a legal or formal context,,oai_token-act-pair,
15254,gemma-2-9b,1-gemmascope-res-16k,references to data structures and types in code,,oai_token-act-pair,
15255,gemma-2-9b,1-gemmascope-res-16k,"terms related to chips and chip technology, particularly in the context of semiconductors and electronics",,oai_token-act-pair,
15256,gemma-2-9b,1-gemmascope-res-16k,terms related to settling disputes or agreements,,oai_token-act-pair,
15257,gemma-2-9b,1-gemmascope-res-16k,pronouns related to possession,,oai_token-act-pair,
15258,gemma-2-9b,1-gemmascope-res-16k,"instances of the word ""specific"" and its variations",,oai_token-act-pair,
15259,gemma-2-9b,1-gemmascope-res-16k,"instances of the word ""fly"" or variations related to flying",,oai_token-act-pair,
15260,gemma-2-9b,1-gemmascope-res-16k,references to India and Indian subjects in various contexts,,oai_token-act-pair,
15261,gemma-2-9b,1-gemmascope-res-16k, mathematical symbols and formatting related to equations and matrices,,oai_token-act-pair,
15262,gemma-2-9b,1-gemmascope-res-16k, terms related to illegality or unlawful activities,,oai_token-act-pair,
15263,gemma-2-9b,1-gemmascope-res-16k," instances of the verb ""speak"" and its variations, indicating discussions or communication",,oai_token-act-pair,
15264,gemma-2-9b,1-gemmascope-res-16k,"references to commerce-related roles and terms, particularly focusing on ""merchant"" and ""dealer.""",,oai_token-act-pair,
15265,gemma-2-9b,1-gemmascope-res-16k, terms related to quantitative measurements and analyses,,oai_token-act-pair,
15266,gemma-2-9b,1-gemmascope-res-16k, phrases related to guidance or instructional content,,oai_token-act-pair,
15267,gemma-2-9b,1-gemmascope-res-16k,terms and phrases related to cultivation and embedded methods,,oai_token-act-pair,
15268,gemma-2-9b,1-gemmascope-res-16k,chemical components and substances related to pharmaceuticals and medical research,,oai_token-act-pair,
15269,gemma-2-9b,1-gemmascope-res-16k, references to options and preferences in various contexts,,oai_token-act-pair,
15270,gemma-2-9b,1-gemmascope-res-16k,"references to measures, degrees, or discussions of scope and limitations in various contexts",,oai_token-act-pair,
15271,gemma-2-9b,1-gemmascope-res-16k, documents related to formal proposals or strategies,,oai_token-act-pair,
15272,gemma-2-9b,1-gemmascope-res-16k,references to beans and their variations in various contexts,,oai_token-act-pair,
15273,gemma-2-9b,1-gemmascope-res-16k,"mentions of ""record"" and its variations in various contexts",,oai_token-act-pair,
15274,gemma-2-9b,1-gemmascope-res-16k,mathematical expressions and symbols related to definitions and proofs in mathematical contexts,,oai_token-act-pair,
15275,gemma-2-9b,1-gemmascope-res-16k,"punctuation marks, especially periods at the end of sentences",,oai_token-act-pair,
15276,gemma-2-9b,1-gemmascope-res-16k,references to geospatial elements or concepts,,oai_token-act-pair,
15277,gemma-2-9b,1-gemmascope-res-16k,"mentions of a specific person named ""Tan.""",,oai_token-act-pair,
15278,gemma-2-9b,1-gemmascope-res-16k,"references to ""gram"" classifications, particularly in a medical or microbiological context",,oai_token-act-pair,
15279,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""shut"" and its variations, indicating a focus on closures or terminations",,oai_token-act-pair,
15280,gemma-2-9b,1-gemmascope-res-16k,terms related to characters and functions in a narrative or mathematical context,,oai_token-act-pair,
15281,gemma-2-9b,1-gemmascope-res-16k,mathematical or statistical terms related to equivalence and limit approaches,,oai_token-act-pair,
15282,gemma-2-9b,1-gemmascope-res-16k, mathematical notation and equations,,oai_token-act-pair,
15283,gemma-2-9b,1-gemmascope-res-16k, references to logging and logging systems in code and data contexts,,oai_token-act-pair,
15284,gemma-2-9b,1-gemmascope-res-16k,terms related to argumentation and debate,,oai_token-act-pair,
15285,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""upgrade"" and variations relating to updates or improvements",,oai_token-act-pair,
15286,gemma-2-9b,1-gemmascope-res-16k, references to statistical analysis and measurements,,oai_token-act-pair,
